League,Team,Name,Age,Number,Position,Minutes,Goals,Assists,SV%,Yellow Cards,Red Cards
MLS,Portland Timbers,Dairon Asprilla,22,11,M-F,372,1,1,0,0,0
MLS,Portland Timbers,Maximiliano Urruti,24,37,F,273,1,0,0,1,0
MLS,Portland Timbers,Diego Chara,29,21,M,540,1,0,0,2,0
MLS,Portland Timbers,Nat Borchers,34,7,D,630,1,0,0,0,0
MLS,Portland Timbers,Darlington Nagbe,24,6,F-M,630,0,2,0,0,0
MLS,Portland Timbers,Rodney Wallace,26,22,M,467,0,1,0,0,0
MLS,Portland Timbers,Jorge Villafana,25,19,D-M,621,0,1,0,0,0
MLS,Portland Timbers,Liam Ridgewell,30,24,D,630,0,1,0,2,0
MLS,Portland Timbers,Andrew Weber,31,33,GK,0,0,0,0,0,0
MLS,Portland Timbers,Andy Thoma,21,28,M,0,0,0,0,0,0
MLS,Portland Timbers,Ben Zemanski,26,14,M,0,0,0,0,0,0
MLS,Portland Timbers,Diego Valeri,28,8,M,0,0,0,0,0,0
MLS,Portland Timbers,Jake Gleeson,24,90,GK,0,0,0,0,0,0
MLS,Portland Timbers,Nick Besler,21,27,M,0,0,0,0,0,0
MLS,Portland Timbers,Norberto Paparatto,31,23,D,0,0,0,0,0,0
MLS,Portland Timbers,Schillo Tshuma,22,32,F,0,0,0,0,0,0
MLS,Portland Timbers,Taylor Peay,23,20,D,0,0,0,0,0,0
MLS,Portland Timbers,Will Johnson,28,4,M,0,0,0,0,0,0
MLS,Portland Timbers,Jeanderson,23,15,D,2,0,0,0,0,0
MLS,Portland Timbers,Michael Nanchoff,26,17,M,4,0,0,0,0,0
MLS,Portland Timbers,Ishmael Yartey,25,18,M,74,0,0,0,0,0
MLS,Portland Timbers,Gaston Fernandez,31,10,F,117,0,0,0,0,0
MLS,Portland Timbers,George Fochive,23,26,M,295,0,0,0,0,0
MLS,Portland Timbers,Jack Jewsbury,34,13,D,414,0,0,0,0,0
MLS,Portland Timbers,Adam Kwarasey,27,12,GK,630,0,0,68,0,0
MLS,Portland Timbers,Alvas Powell,20,2,D,630,0,0,0,4,0
MLS,Real Salt Lake,Javier Morales,35,11,M,450,2,3,0,0,0
MLS,Real Salt Lake,Jordan Allen,19,7,D-M,214,1,0,0,0,0
MLS,Real Salt Lake,Luke Mulholland,26,19,M,392,1,0,0,2,0
MLS,Real Salt Lake,Alvaro Saborio,33,15,F,428,1,0,0,1,0
MLS,Real Salt Lake,Jamison Olave,34,4,D,539,1,0,0,1,1
MLS,Real Salt Lake,Olmes Garcia,22,13,F,526,0,1,0,2,0
MLS,Real Salt Lake,Aaron Maund,24,21,D,0,0,0,0,0,0
MLS,Real Salt Lake,Boyd Okwuonu,22,6,D,0,0,0,0,0,0
MLS,Real Salt Lake,Eduardo Fernandez,22,1,GK,0,0,0,0,0,0
MLS,Real Salt Lake,Joao Plata,23,8,F,0,0,0,0,0,0
MLS,Real Salt Lake,Justen Glad,18,14,D,0,0,0,0,0,0
MLS,Real Salt Lake,Phanuel Kavita,22,3,D,0,0,0,0,0,0
MLS,Real Salt Lake,Wellington Paeckart,25,16,M,0,0,0,0,0,0
MLS,Real Salt Lake,Sebastian Saucedo,18,50,F,13,0,0,0,0,1
MLS,Real Salt Lake,John Stertzer,24,27,M,22,0,0,0,0,0
MLS,Real Salt Lake,Jeff Attinella,26,24,GK,90,0,0,83,0,0
MLS,Real Salt Lake,Devon Sandoval,23,49,F,116,0,0,0,0,0
MLS,Real Salt Lake,Demar Phillips,31,17,D,174,0,0,0,0,0
MLS,Real Salt Lake,Elias Vasquez,22,12,D,180,0,0,0,0,0
MLS,Real Salt Lake,Sebastian Jaime,28,23,F,203,0,0,0,0,0
MLS,Real Salt Lake,Luis Gil,21,10,M,327,0,0,0,1,0
MLS,Real Salt Lake,Chris Schuler,27,28,D,360,0,0,0,1,0
MLS,Real Salt Lake,Abdoulie Mansally,26,29,D,368,0,0,0,3,0
MLS,Real Salt Lake,Nick Rimando,35,18,GK,450,0,0,67,0,0
MLS,Real Salt Lake,Tony Beltran,27,2,D,533,0,0,0,1,0
MLS,Real Salt Lake,Kyle Beckerman,33,5,M,540,0,0,0,3,0
MLS,San Jose Earthquakes,Chris Wondolowski,32,8,F,548,3,0,0,1,0
MLS,San Jose Earthquakes,Ty Harden,31,2,D,123,1,1,0,0,0
MLS,San Jose Earthquakes,Innocent Emeghara,25,11,F,437,1,0,0,2,0
MLS,San Jose Earthquakes,Fatai Alashe,21,27,M,459,1,0,0,2,0
MLS,San Jose Earthquakes,Sanna Nyassi,26,17,M,514,1,0,0,2,0
MLS,San Jose Earthquakes,Adam Jahn,24,14,F,286,0,1,0,1,1
MLS,San Jose Earthquakes,Clarence Goodson,32,21,D,450,0,1,0,1,0
MLS,San Jose Earthquakes,Marvell Wynne,28,4,D,505,0,1,0,0,0
MLS,San Jose Earthquakes,Bryan Meredith,25,35,GK,0,0,0,0,0,0
MLS,San Jose Earthquakes,Jordan Stewart,33,3,D-M,0,0,0,0,0,0
MLS,San Jose Earthquakes,Khari Stephenson,34,9,M,0,0,0,0,0,0
MLS,San Jose Earthquakes,Mark Sherrod,24,12,F,0,0,0,0,0,0
MLS,San Jose Earthquakes,Steven Lenhart,28,24,F,0,0,0,0,0,0
MLS,San Jose Earthquakes,Tomas Gomez,21,18,GK,0,0,0,0,0,0
MLS,San Jose Earthquakes,Mike Fucito,29,19,F,1,0,0,0,0,0
MLS,San Jose Earthquakes,Leandro Barrera,24,23,M,22,0,0,0,0,0
MLS,San Jose Earthquakes,Tommy Thompson,19,22,F-M,33,0,0,0,0,0
MLS,San Jose Earthquakes,Paulo Renato,27,38,D,154,0,0,0,0,0
MLS,San Jose Earthquakes,Jean-Baptiste Pierazzi,29,80,M,180,0,0,0,0,0
MLS,San Jose Earthquakes,Cordell Cato,22,7,M,308,0,0,0,0,0
MLS,San Jose Earthquakes,Shea Salinas,28,6,M,361,0,0,0,1,0
MLS,San Jose Earthquakes,Shaun Francis,28,20,D,397,0,0,0,2,0
MLS,San Jose Earthquakes,JJ Koval,22,15,M,420,0,0,0,0,0
MLS,San Jose Earthquakes,Victor Bernardez,32,5,D,491,0,0,0,0,1
MLS,San Jose Earthquakes,Matias Perez Garcia,30,10,M,571,0,0,0,0,0
MLS,San Jose Earthquakes,David Bingham,25,1,GK,630,0,0,72,1,0
MLS,Seattle Sounders,Obafemi Martins,30,9,F,450,4,1,0,1,0
MLS,Seattle Sounders,Clint Dempsey,32,2,F,337,3,3,0,0,0
MLS,Seattle Sounders,Lamar Neagle,27,27,M-F,469,2,0,0,0,0
MLS,Seattle Sounders,Andy Rose,25,5,M,389,0,2,0,2,0
MLS,Seattle Sounders,Gonzalo Pineda,32,8,M,345,0,1,0,0,1
MLS,Seattle Sounders,Tyrone Mears,32,4,D,530,0,1,0,1,0
MLS,Seattle Sounders,Marco Pappa,27,10,M,349,0,1,0,0,0
MLS,Seattle Sounders,Andrés Correa,21,13,D,0,0,0,0,0,0
MLS,Seattle Sounders,Dylan Remick,23,15,D,270,0,0,0,0,0
MLS,Seattle Sounders,Zach Scott,34,20,D,107,0,0,0,0,0
MLS,Seattle Sounders,Damion Lowe,21,31,D,0,0,0,0,0,0
MLS,Seattle Sounders,Jimmy Ockford,22,21,D,0,0,0,0,0,0
MLS,Seattle Sounders,Darwin Jones,23,17,F,0,0,0,0,0,0
MLS,Seattle Sounders,Victor Mansaray,18,80,F,16,0,0,0,0,0
MLS,Seattle Sounders,Oniel Fisher,23,91,M,4,0,0,0,0,0
MLS,Seattle Sounders,Cristian Roldan,19,7,M,162,0,0,0,1,0
MLS,Seattle Sounders,Aaron Kovar,21,11,M,39,0,0,0,0,0
MLS,Seattle Sounders,Brad Evans,30,3,M,540,0,0,0,0,0
MLS,Seattle Sounders,Leonardo Gonzalez,34,12,D,274,0,0,0,1,0
MLS,Seattle Sounders,Osvaldo Alonso,29,6,M,253,0,0,0,0,0
MLS,Seattle Sounders,Chad Barrett,29,19,F,109,0,0,0,0,0
MLS,Seattle Sounders,Chad Marshall,30,14,D,450,0,0,0,2,0
MLS,Seattle Sounders,Micheal Azira,27,42,M,273,0,0,0,2,0
MLS,Seattle Sounders,Stefan Frei,29,24,GK,540,0,0,76.2,0,0
MLS,Seattle Sounders,Charlie Lyon,23,22,GK,0,0,0,0,0,0
MLS,Seattle Sounders,Troy Perkins,33,1,GK,0,0,0,0,0,0
MLS,Sporting Kansas City,Krisztian Nemeth,26,9,F,344,2,0,0,0,0
MLS,Sporting Kansas City,Ike Opara,26,3,D,534,2,0,0,0,0
MLS,Sporting Kansas City,Roger Espinoza,28,27,M,539,1,1,0,1,0
MLS,Sporting Kansas City,Dom Dwyer,24,14,F,630,1,1,0,1,0
MLS,Sporting Kansas City,Jalil Anibaba,26,23,D,450,1,0,0,0,0
MLS,Sporting Kansas City,Benny Feilhaber,30,10,M,624,0,5,0,1,0
MLS,Sporting Kansas City,Matt Besler,28,5,D,520,0,2,0,1,1
MLS,Sporting Kansas City,Chance Myers,27,7,D,0,0,0,0,0,0
MLS,Sporting Kansas City,Connor Hallisey,22,22,M,0,0,0,0,0,0
MLS,Sporting Kansas City,Jon Kempin,22,21,GK,0,0,0,0,0,0
MLS,Sporting Kansas City,Mikey Lopez,22,12,M,0,0,0,0,0,0
MLS,Sporting Kansas City,Saad Abdul-Salaam,23,17,D,0,0,0,0,0,0
MLS,Sporting Kansas City,Tim Melia,28,29,GK,0,0,0,0,0,0
MLS,Sporting Kansas City,Erik Palmer-Brown,17,2,D,5,0,0,0,0,0
MLS,Sporting Kansas City,Soni Mustivar,25,93,M,26,0,0,0,0,0
MLS,Sporting Kansas City,Kevin Ellis,23,4,D,186,0,0,0,1,0
MLS,Sporting Kansas City,Jimmy Medranda,21,94,M,187,0,0,0,0,0
MLS,Sporting Kansas City,Bernardo Anor,26,11,M,188,0,0,0,0,0
MLS,Sporting Kansas City,Amadou Dia,21,13,D,195,0,0,0,0,0
MLS,Sporting Kansas City,Jacob Peterson,29,37,F,206,0,0,0,0,0
MLS,Sporting Kansas City,Seth Sinovic,28,15,D,225,0,0,0,0,0
MLS,Sporting Kansas City,Paulo Nagamura,32,6,M,287,0,0,0,1,0
MLS,Sporting Kansas City,Servando Carrasco,26,16,M,353,0,0,0,1,0
MLS,Sporting Kansas City,Marcel de Jong,28,71,D,390,0,0,0,1,0
MLS,Sporting Kansas City,Graham Zusi,28,8,M,391,0,0,0,1,0
MLS,Sporting Kansas City,Luis Marin,31,1,GK,630,0,0,73,0,0
MLS,Toronto FC,Sebastian Giovinco,28,10,F-M,436,3,2,0,0,0
MLS,Toronto FC,Jozy Altidore,25,17,F,360,2,0,0,0,0
MLS,Toronto FC,Benoit Cheyrou,33,8,M,360,1,2,0,0,0
MLS,Toronto FC,Jackson,26,11,M,132,1,0,0,0,0
MLS,Toronto FC,Robbie Findley,29,55,F,332,1,0,0,0,0
MLS,Toronto FC,Bright Dike,28,7,F,20,0,1,0,0,0
MLS,Toronto FC,Ashtone Morgan,24,5,D,296,0,1,0,0,0
MLS,Toronto FC,Justin Morrow,27,2,D,314,0,1,0,1,1
MLS,Toronto FC,Nick Hagglund,22,6,D,315,0,1,0,1,0
MLS,Toronto FC,Chris Konopka,30,1,GK,0,0,0,0,0,0
MLS,Toronto FC,Christopher Mannella,20,20,M,0,0,0,0,0,0
MLS,Toronto FC,Eriq Zavaleta,22,15,D,0,0,0,0,0,0
MLS,Toronto FC,Jay Chapman,21,14,M,0,0,0,0,0,0
MLS,Toronto FC,Jordan Hamilton,19,22,F,0,0,0,0,0,0
MLS,Toronto FC,Manny Aparicio,19,34,M,0,0,0,0,0,0
MLS,Toronto FC,Mark Bloom,27,28,D,0,0,0,0,0,0
MLS,Toronto FC,Marky Delgado,19,18,M-D,0,0,0,0,0,0
MLS,Toronto FC,Quillan Roberts,20,40,GK,0,0,0,0,0,0
MLS,Toronto FC,Daniel Lovitz,23,19,M,15,0,0,0,0,0
MLS,Toronto FC,Clement Simonin,23,38,D,90,0,0,0,1,0
MLS,Toronto FC,Luke Moore,29,27,F,111,0,0,0,1,0
MLS,Toronto FC,Steven Caldwell,34,13,D,135,0,0,0,0,0
MLS,Toronto FC,Collen Warner,26,26,M,197,0,0,0,1,0
MLS,Toronto FC,Damien Perquis,31,24,D,270,0,0,0,1,0
MLS,Toronto FC,Warren Creavalle,24,3,M,314,0,0,0,2,1
MLS,Toronto FC,Michael Bradley,27,4,M,360,0,0,0,1,0
MLS,Toronto FC,Jonathan Osorio,22,21,M,374,0,0,0,0,0
MLS,Toronto FC,Joseph Bendik,25,12,GK,450,0,0,66,0,0
MLS,Vancouver Whitecaps,Octavio Rivero,23,29,F,716,5,0,0,2,0
MLS,Vancouver Whitecaps,Darren Mattocks,24,11,F,295,2,1,0,1,0
MLS,Vancouver Whitecaps,Kekuta Manneh,20,23,F-M,439,1,1,0,2,0
MLS,Vancouver Whitecaps,Robert Earnshaw,34,88,F,4,1,0,0,0,0
MLS,Vancouver Whitecaps,Nicolas Mezquida,23,9,M-F,380,1,0,0,1,0
MLS,Vancouver Whitecaps,Pedro Morales,29,77,M,626,0,3,0,1,1
MLS,Vancouver Whitecaps,Pa-Modou Kah,34,44,D,615,0,2,0,3,0
MLS,Vancouver Whitecaps,Russell Teibert,22,31,M,446,0,1,0,1,0
MLS,Vancouver Whitecaps,Steven Beitashour,28,33,D,720,0,1,0,1,0
MLS,Vancouver Whitecaps,Andre Lewis,20,25,M,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Ben McKendry,22,30,M,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Caleb Clarke,21,34,F,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Christian Dean,22,22,D,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Cristian Techera,22,13,M,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Ethen Sampson,21,27,D,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Marco Bustos,19,32,M,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Marco Carducci,18,24,GK,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Paolo Tornaghi,26,70,GK,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Tim Parker,22,26,D,0,0,0,0,0,0
MLS,Vancouver Whitecaps,Kianz Froese,19,38,M-F,66,0,0,0,0,0
MLS,Vancouver Whitecaps,Deybi Flores,18,20,M,94,0,0,0,1,0
MLS,Vancouver Whitecaps,Diego Rodriguez,24,18,D,105,0,0,0,0,0
MLS,Vancouver Whitecaps,Mauro Rosales,34,7,M,128,0,0,0,0,0
MLS,Vancouver Whitecaps,Erik Hurtado,24,19,F-M,141,0,0,0,0,0
MLS,Vancouver Whitecaps,Jordan Harvey,31,2,D,194,0,0,0,1,0
MLS,Vancouver Whitecaps,Gershon Koffie,23,28,M,280,0,0,0,3,0
MLS,Vancouver Whitecaps,Sam Adekugbe,20,3,D,526,0,0,0,3,0
MLS,Vancouver Whitecaps,Matias Laba,23,15,M,703,0,0,0,0,0
MLS,Vancouver Whitecaps,David Ousted,30,1,GK,720,0,0,76,0,0
MLS,Vancouver Whitecaps,Kendall Waston,27,4,D,720,0,0,0,4,0
